,fold_0,fold_1,fold_2,fold_3,fold_4
a10_14-0400000000_jpg.rf.e15b76e58ae7e600521c43460f9a5083.jpg,False,False,True,False,False
154-2-0000000008_jpg.rf.dd968007745e91a6c98f11df8ba6acc5.jpg,False,False,True,False,False
a10_38-0000000000_jpg.rf.e0a12bdab4dad13ba24fe46b64cbcadd.jpg,False,False,False,False,True
448-4-0200000009_jpg.rf.e32957a28b9e2a7b096d9c3ec28984be.jpg,False,False,False,False,True
ra3_gt1_2_-0400000021_jpg.rf.e1bb6623aca95fb33052c38811c5eb51.jpg,True,False,False,False,False
a10_53-0400000000_jpg.rf.dec4c407aacd5b342340800ecba455da.jpg,False,False,False,True,False
a10_6-0000000000_jpg.rf.e472455006377f9ad2a1803b0878650b.jpg,False,False,False,True,False
154-1-0300000008_jpg.rf.e61ea833fec5df761c863d1a94356dd7.jpg,False,False,False,False,True
a10_9-0400000000_jpg.rf.e2cb294840b83690cbc623fc22fd9bd5.jpg,False,True,False,False,False
154-1-0000000008_jpg.rf.e65326d2f145c700573b90cbf88c8e55.jpg,False,False,False,True,False
154-4-0200000009_jpg.rf.e353c0ee09843704fb93b677c8b57ad8.jpg,False,False,False,False,True
a10_1-0100000000_jpg.rf.e629b27cb277a09ee2fcadbd418fafe8.jpg,False,False,True,False,False
154-2-0800000009_jpg.rf.e21e8a7e8ed6e09762de92859bab777a.jpg,False,False,True,False,False
a10_12-0200000000_jpg.rf.e68910d94a36b78599d6661702284858.jpg,True,False,False,False,False
ra3_gt1_1_-0700000002_jpg.rf.e699a24763d9a103fbe2c301ca4160fa.jpg,False,False,False,False,True
a10_55-0300000000_jpg.rf.e77c112e1f1f704734c49da65fb3be52.jpg,True,False,False,False,False
159-6-0200000008_jpg.rf.e7086aaf71fcc9f0cbd5a9e5249f829e.jpg,False,False,True,False,False
a10_13-0200000000_jpg.rf.e7d6477c94109edc5f0d19b9ec0db9ae.jpg,False,False,False,False,True
154-1-0100000009_jpg.rf.e6c17996fcca6d67cdb4fbd421af0fac.jpg,False,True,False,False,False
a10_10-0200000000_jpg.rf.071baeceb9d2c6ca5b89d773710551ee.jpg,True,False,False,False,False
gt1_p_test2-0200000009_jpg.rf.0496c0ad0ec913bc46682312f19975bf.jpg,False,False,False,False,True
a10_11-0300000000_jpg.rf.1271f0f7f285dc9548fc89239c63251c.jpg,False,False,False,False,True
a10_40-0100000000_jpg.rf.1838ecc5ce4d5d0c93ab50951ea12d52.jpg,False,False,False,False,True
gt1_p_test2-0700000009_jpg.rf.20a0e251a861e81076a034499b809706.jpg,False,True,False,False,False
A10_6_0300000006_jpg.rf.0a258314f2251f46cc2e29fe00a17b86.jpg,True,False,False,False,False
a10_44-0200000000_jpg.rf.262ca64022d8c31d2d9be50ca80733ec.jpg,False,False,True,False,False
154-1-0200000009_jpg.rf.09da0a0b3eaa07134e0f129bb0b400b6.jpg,False,False,True,False,False
gt1_p_test3-0200000008_jpg.rf.28c59e5d9096bbc6e7c219131374bfde.jpg,False,False,False,True,False
a10_12-0400000000_jpg.rf.1ad350da07230ed7280e33245576c24f.jpg,False,False,False,False,True
154-10-0200000009_jpg.rf.4a0fc171117480f05d7254afd3bfaee7.jpg,False,True,False,False,False
448-8-0400000009_jpg.rf.4647d01b9d45917e29e6012e715361cd.jpg,False,False,True,False,False
154-3-0300000009_jpg.rf.2f641e3beb0bd7164d6c8e7e348aa78c.jpg,False,True,False,False,False
ra3_gt1_2_-0100000019_jpg.rf.58f25a8a157c7f31aa7dfdbd744733d1.jpg,False,True,False,False,False
154-2-0900000000_jpg.rf.3860dd0a1dece8e20a88728aa86e6ca1.jpg,False,False,False,False,True
154-4-0200000008_jpg.rf.5cac197326fb5c64726a49fa79f5512a.jpg,False,False,True,False,False
gt1_p_test3-0100000009_jpg.rf.5bd2899d0545b0f8a304f4a7cceb381a.jpg,False,True,False,False,False
gt1_p_test2-0200000008_jpg.rf.4bbaa2d28402c841f94294b3ddb256d9.jpg,False,False,False,True,False
a10_60-0100000000_jpg.rf.5f92eb101751615e4e7b57f46d3e9a32.jpg,False,False,True,False,False
gt1_p_test2-0600000008_jpg.rf.66d9103bc771da39e581810d0ede3bec.jpg,False,False,False,True,False
154-2-0100000009_jpg.rf.6ef1d95e40a53e43774f1ddc1b2165d5.jpg,False,False,False,True,False
a10_59-0200000000_jpg.rf.70fa905f57208de060b5a40da178b0d8.jpg,False,False,True,False,False
402-2-0300000008_jpg.rf.74af24c261e96a35c10a3ea42451fe33.jpg,False,True,False,False,False
a10_8-0100000000_jpg.rf.720605891420230afba012bee5e0376e.jpg,False,True,False,False,False
ra3-3_0100000006_jpg.rf.77dfe8c49e378baeea05ee4992421ce2.jpg,False,False,True,False,False
a10_6-0200000000_jpg.rf.77389a1764c40f644d02bb533474038d.jpg,False,True,False,False,False
158-4-0400000009_jpg.rf.83dc6bd3ae7f31c8526563c96752e312.jpg,False,True,False,False,False
154-5-0100000008_jpg.rf.7f04647f17ecd2c6ba4dc35c00d40d6f.jpg,False,False,False,False,True
a10_8-0000000000_jpg.rf.7c15891b1edc8669097d5543675ad4f3.jpg,False,False,True,False,False
a10_11-0200000000_jpg.rf.862b9884b8c2dd31001aec16097c13f1.jpg,False,False,False,False,True
448-2_tassel-0600000009_jpg.rf.9148d24ddc091348b77c670ed1951d6b.jpg,True,False,False,False,False
a10_60-0200000000_jpg.rf.afc2e227ae5cbfdf8f4067311ad614a2.jpg,True,False,False,False,False
159-6-0300000008_jpg.rf.90b2f7419a92017035666b13a66eb0b7.jpg,False,False,False,True,False
gt1_p_test2-0500000009_jpg.rf.b49b8eb5bb5e879a77a03b3b2438e868.jpg,False,True,False,False,False
ra3gt1_4_-0500000003_jpg.rf.b4f377e1e7904b39373197f7803dccfa.jpg,False,False,True,False,False
a10_41-0300000000_jpg.rf.b3ce4b6645ba2349f049467c4ff1ddfc.jpg,False,False,False,False,True
a10_54-0100000000_jpg.rf.b016426f8b419c105e00f102413ed31a.jpg,False,False,False,True,False
a10_6-0300000000_jpg.rf.9bebf2301f676123f394a8bae25b1d9b.jpg,False,True,False,False,False
ra3_ds_6_0000000006_jpg.rf.c9619e2db100dfd583c8baefdc5d3336.jpg,False,False,True,False,False
a10_8-0200000000_jpg.rf.c294cadd56f3aa69dcbceb9b53943022.jpg,False,False,True,False,False
ra3_gt1_1_-0600000009_jpg.rf.ba996207caecdde5d17362d284095d2d.jpg,False,False,False,False,True
a10_41-0000000000_jpg.rf.cc6e861fd8a53b76276e72e5c57c4c8e.jpg,False,False,True,False,False
gt1_p_test2-0300000009_jpg.rf.d9623f734be6d14cc24853754bdccec6.jpg,False,False,False,False,True
a10_1-0400000000_jpg.rf.b6d97c11c93e78180318889cf8bff3d3.jpg,False,False,False,True,False
ra3_46_test-0600000000_jpg.rf.d671461c5e01c0b462968034989a1646.jpg,True,False,False,False,False
159-4-0600000008_jpg.rf.e886f3dbd3ae491256215cb0d0d124b2.jpg,False,False,False,False,True
447-8-0100000009_jpg.rf.d4451a64a9b8ad659f9ddc6420791e8e.jpg,False,True,False,False,False
448-2_tassel-0100000009_jpg.rf.ddeda6ebcb97242521db8e8ece106933.jpg,False,True,False,False,False
a10_16-0100000000_jpg.rf.ee5e3e9e0d2fa3b76f328501bb8d37b7.jpg,False,False,True,False,False
a10_56-0000000000_jpg.rf.db800604bf2ba7fc75c510728bd7f338.jpg,False,False,False,True,False
154-6-0200000000_jpg.rf.fa48ad161bd03e606795b0acd9c9b3b6.jpg,True,False,False,False,False
a10_57-0000000000_jpg.rf.fa8a166950d67a5dc70e15a1180e3384.jpg,False,False,False,False,True
