"","row_labels","PC1","PC2","PC3","PC4","...1","Unnamed: 0","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","mask_id","year","plant"
"2964","mask_2344_1",0.72227956967337,2.98120922949314,0.960561033262783,-0.966160186818632,2344,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/405-8~0900000008.jpg","late_planting","gt1ra3B73","no_treatment","1190","0.736753061026223","[[483.97098 217.1223  524.1041  266.68668]]","{'size': [672, 1008], 'counts': b'j_n9:fd03L3N2N3M2N2N2N2N3N1N2N3N1N2O1N10000O0100O1O1O1O1O1O1O1O2N1O2N2N2M2O2M3M3L[Qn9'}","0.9932673","503.5","431","FALSE","FALSE","9","8","405-8","9","4044","0.601785714285714","mask_2344",21,"gt1ra3B73_405-8"
"2965","mask_2344_12",-0.272896428447441,1.69947350627679,1.01305401006021,-0.516821966126933,2344,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0000000008.jpg","late_planting","tb1gt1ra3","defoliated","1479","0.8198030895935305","[[455.18365 191.9754  491.60306 250.14964]]","{'size': [672, 1008], 'counts': b'^^[9g0Ud07K4M3L3N3L4M3N2N1O1O1O000010O001O001O1O1O1O1O1O1O2N2M2O3L4K6D=FW\\d:'}","0.98949206","472.0","451.5","False","False","00","08","281-4","05","451.5","0.11185515873015874","mask_2344",24,"tb1gt1ra3_281-4"
"2966","mask_2345_1",4.44895464609092,0.685354315266861,0.816534299764381,-2.05967661813816,2345,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/405-8~0900000008.jpg","late_planting","gt1ra3B73","no_treatment","895","0.70477110653729","[[428.7707  281.77188 459.19507 330.58206]]","{'size': [672, 1008], 'counts': b'Z_j8<Vd0c0J4N1N2N1010O001OO11N010O1O1O1O1O1O002N1O2M3N2N1O3M2M4KVoW;'}","0.98172724","444","366","FALSE","FALSE","9","8","405-8","9","3394","0.505059523809524","mask_2345",21,"gt1ra3B73_405-8"
"2967","mask_2345_12",0.585736848879758,-0.641698076886957,0.998666951247887,0.610752307929882,2345,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0000000008.jpg","late_planting","tb1gt1ra3","defoliated","2711","0.669127230039725","[[553.9234  118.36105 591.39966 211.55832]]","{'size': [672, 1008], 'counts': b'm[\\;g0Vd0;E7I7J6K4K4C<M4L2N3M3M3O0O1O1O100000000000000000O2O2M3N1N2N3L4K5I9F>jN^aa8'}","0.9855984","572.5","507.5","False","False","00","08","281-4","05","507.5","0.12574404761904762","mask_2345",24,"tb1gt1ra3_281-4"
"2968","mask_2346_1",-2.05536051295863,0.0335321035247983,-1.19753690092611,-1.52647811654674,2346,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/405-8~0900000008.jpg","late_planting","gt1ra3B73","no_treatment","865","0.926320664069981","[[548.6907  172.10556 582.33765 207.56822]]","{'size': [672, 1008], 'counts': b'j^X;<bd04M3M2N2N2N2N1N3O0O100O100O100000O01000O2N100O1O2O0O2M3N2M4K4M^Qh8'}","0.9092393","564.5","483","FALSE","FALSE","9","8","405-8","9","4564","0.679166666666667","mask_2346",21,"gt1ra3B73_405-8"
"2969","mask_2346_12",4.95037991052087,-0.0244179431232166,-1.00353565442927,-2.51434407968701,2346,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0000000008.jpg","late_planting","tb1gt1ra3","defoliated","1709","0.5658797634483592","[[485.44427 159.3237  518.53564 243.74573]]","{'size': [672, 1008], 'counts': b'STo9b0Zd0:H6I6J5J7I6K5L5G81O1N2M2N3M3M1O100O001O1O1O002N1O2M3N2N4L7Ij0ROkZQ:'}","0.974495","501.5","468.5","False","False","00","08","281-4","05","468.5","0.11607142857142858","mask_2346",24,"tb1gt1ra3_281-4"
"2970","mask_2347_1",0.0499262379331988,0.14204883513448,-0.713340181709426,-5.70345593638768,2347,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","1951","0.849515144542989","[[415.15048 316.6769  458.2336  376.5142 ]]","{'size': [672, 1008], 'counts': b'Q[a8`0[d07I6L3M3M3N2N2O1N2O2N2N1O2N100O101N100O10000O100O10O101O001O1N2O1N2N2O2M3L3M4J6J8DgcX;'}","0.99273646","436.5","326","FALSE","FALSE","0","8","409-10","9","326","0.0485119047619047","mask_2347",21,"gt1ra3B73_409-10"
"2971","mask_2347_12",3.93639220012265,1.13924993084829,-0.985427186357352,2.40900565019686,2347,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0000000008.jpg","late_planting","tb1gt1ra3","defoliated","2477","0.5657132300748917","[[582.3207   110.247086 616.47003  211.98898 ]]","{'size': [672, 1008], 'counts': b'ihn;c0ac0o0K3L3M3N2M4K4N2M3I7F:L4O1O2N010001O001O2N1O2N1N3N1N5K5J7J:D>^O\\hQ8'}","0.9335912","598.5","512.0","False","False","00","08","281-4","05","512.0","0.12698412698412698","mask_2347",24,"tb1gt1ra3_281-4"
"2972","mask_2348_1",-3.38004216936853,-0.0171238023502654,-0.572109311080767,1.52043771595447,2348,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","1727","0.899868543686546","[[561.26715 199.24281 604.0718  254.44145]]","{'size': [672, 1008], 'counts': b'PQa;d0Xd08J4M2M3N1N3N1N2O2N1O1O100O1O100O1O10000000000001N1O1O2N1O1N3N2N1O2N2M4M2N3L5K6IXbY8'}","0.9921904","582","445","FALSE","FALSE","0","8","409-10","9","445","0.0662202380952381","mask_2348",21,"gt1ra3B73_409-10"
"2973","mask_2348_12",1.48171553524602,1.55496689774473,0.331732271271049,-1.00988278173421,2348,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","2129","0.7344942458436765","[[410.0547  315.0834  459.06876 391.50162]]","{'size': [672, 1008], 'counts': b'[Q^8=`d07I6L4K4M4M2N2N1O2N2N101N2O0O2N2O001N2O00000O1000O010O0010O01O002N3M2N2N1N3N1O2N4L2N4K7I6IaWY;'}","0.99688196","433.5","317.0","False","False","01","08","281-4","05","368.0","0.09126984126984126","mask_2348",24,"tb1gt1ra3_281-4"
"2974","mask_2349_1",-1.06429793171772,-1.21353840346267,-0.921995000753866,-1.02247441232113,2349,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2020","0.90804983664433","[[205.28148 462.1576  251.35628 521.66583]]","{'size': [672, 1008], 'counts': b'TZX4f0Xd04L3N3L3M4M2N2M3N2N2O1N1O100O2N100O100O10000000O101O001O1O0O2O1O1N2O1N2N3M3M3M4L4L4K6IhY`?'}","0.9920013","228.5","180.5","FALSE","FALSE","0","8","409-10","9","180.5","0.0267857142857142","mask_2349",21,"gt1ra3B73_409-10"
"2975","mask_2349_12",-1.35595097159824,2.35287057030436,0.0702919025179007,-0.913645901823947,2349,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","2112","0.828751390265853","[[534.5887    20.754879 575.8268    91.00465 ]]","{'size': [672, 1008], 'counts': b'eTo:f0Ud08J6K3L4L4M3L4M3M2O2N1O2N1O101O0O1000000001O000O2N2O0O2M2O2M3M3N2M3L5L3L5L5Jlhl8'}","0.9932046","554.0","616.5","False","False","01","08","281-4","05","967.0","0.23983134920634921","mask_2349",24,"tb1gt1ra3_281-4"
"2976","mask_235_1",-2.74041112648375,-1.24772491970426,-0.360830264725645,-3.04050725943109,235,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/158-1~0200000008.jpg","early_planting","gt1ra3B73","defoliated","2311","0.842691315865684","[[418.34384   21.313875 464.23672   87.06917 ]]","{'size': [672, 1008], 'counts': b'TPc8k0Sd06L4K5L3L3M4L2N2N101N1O100O10000O10000000010O0001O00001O1O0O3N1O1O1O3M2N1N3N2N2M4L7I8I6HomT;'}","0.9822159","441","617","FALSE","FALSE","2","8","158-1","7","1585","0.294828869047619","mask_235",21,"gt1ra3B73_158-1"
"2977","mask_235_12",0.50955842985822,-0.261146724313914,0.300873070738382,1.82602386179204,235,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_267-4~0300000008.jpg","early_planting","gt1ra3B73","defoliated","1043","0.6712000547046005","[[518.3759  211.54897 544.1586  273.663  ]]","{'size': [672, 1008], 'counts': b'oid:d0Zd09G8I6J8H3N1N2O1O01O001O1O1N3N3L4L5K5J4M4L4K6J8FWX`9'}","0.96898425","531.0","428.5","False","False","03","08","267-4","04","1448.0","0.430952380952381","mask_235",24,"gt1ra3B73_267-4"
"2978","mask_2350_1",-2.88295245512947,-0.820409720703338,0.217863299056592,-0.397652247299424,2350,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","4466","0.765568844195966","[[217.91711 177.3403  273.07025 278.51038]]","{'size': [672, 1008], 'counts': b'[m_4`0Yd0<H5L5Z\\OXOmb0k0P]OZOjb0j0S]OYOkb0^1N3N101N3N2M3N1N5K3N001N2N2O1O1O0O2O00001O00000000000001O1O1O1O1O1O1O1O1O1O1O2N2M3N2M3M4K5L8Gb0\\OPTR?'}","0.9919607","245.5","444.5","FALSE","FALSE","0","8","409-10","9","444.5","0.0660714285714285","mask_2350",21,"gt1ra3B73_409-10"
"2979","mask_2350_12",3.47217215242762,5.55089721842204,3.11541241142182,-2.41313242119954,2350,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1657","0.5531204817230323","[[431.7822  309.11548 475.09918 376.79675]]","{'size': [672, 1008], 'counts': b'jhm85jd03N2N2c[OEJ6mc0l0M2N6J1O118G7IO0J7M300M2O2O01O011N100O1O100O0100O1O100O1O1N3N2M4L4J7K6DY^m:'}","0.9923266","454.5","328.0","False","False","01","08","281-4","05","390.0","0.09672619047619048","mask_2350",24,"tb1gt1ra3_281-4"
"2980","mask_2351_1",-2.21937495822237,0.376343754769486,-1.14784875619308,-1.61057609174619,2351,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2489","0.869332674810343","[[188.80157 221.2637  240.4656  288.48215]]","{'size': [672, 1008], 'counts': b'aXl3:bd09I6K4K4M4L3M3M3M3N1N3N1N3M2O1O001O1O00001O00001O0001O00001O00001O1N2O001O1N2O2M2O1N3L5L3M6I7J5K4K:Eggg?'}","0.9916488","214","416.5","FALSE","FALSE","0","8","409-10","9","416.5","0.0619047619047619","mask_2351",21,"gt1ra3B73_409-10"
"2981","mask_2351_12",-3.1185862336056,-1.41091797319042,1.88564125351339,-0.660440575286656,2351,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1723","0.8495986809389121","[[503.69186 152.89226 542.34906 211.84056]]","{'size': [672, 1008], 'counts': b'amZ:<_d0=E6K4L4L4L3N2N2O1N1O10001N100O100000000O10000001O001O1N2N3L4L4L5K5K4K5K:D`da9'}","0.99195826","522.5","490.0","False","False","01","08","281-4","05","714.0","0.17708333333333334","mask_2351",24,"tb1gt1ra3_281-4"
"2982","mask_2352_1",4.36356864643084,-2.323325807981,3.14151650351778,-2.82836100847133,2352,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2622","0.65228025836561","[[112.26961   15.837734 164.37798  104.657555]]","{'size': [672, 1008], 'counts': b'[VZ2=^d0;E9G9J5J6L3M3M3N2N2N2O1O100003M4LO01O00O1O01O1O1O00001O001O1O001O001O1O1O1O1O1O1N3N2M4M2M5I6K6I8Dg^Za0'}","0.99120283","137.5","610.5","FALSE","FALSE","0","8","409-10","9","610.5","0.0907738095238095","mask_2352",21,"gt1ra3B73_409-10"
"2983","mask_2352_12",-0.366765081269303,-3.72450331910731,-0.0857840870626109,1.07786167704225,2352,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1191","0.8235117337007176","[[563.6022    37.892097 597.85596   88.74972 ]]","{'size': [672, 1008], 'counts': b'SVb;3id09K2L5G9K3N2N2M2O1O1O2N1O2N100O1O10000O0100O001O1O1N2O2M3M4K6J9Eae]8'}","0.9880626","580.0","609.0","False","False","01","08","281-4","05","952.0","0.2361111111111111","mask_2352",24,"tb1gt1ra3_281-4"
"2984","mask_2353_1",-2.97396902491674,-2.50283291759495,-1.02307833554525,0.642649360939083,2353,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2185","0.854117969594787","[[ 83.58309 221.20512 126.75989 288.18616]]","{'size': [672, 1008], 'counts': b'h[g1e0Vd09J3M3M4L4M2N3L3N2O1N2N1O100O2N100O1000000O1000000O10O100O101N1O1O2N2M3M4L4I7H;CkWSb0'}","0.9911308","104","418","FALSE","FALSE","0","8","409-10","9","418","0.0622023809523809","mask_2353",21,"gt1ra3B73_409-10"
"2985","mask_2353_12",4.42339611177728,-1.67600545497083,1.04486849597977,-1.44421282536716,2353,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1515","0.7255793833805253","[[583.4463  320.28378 616.33673 386.20312]]","{'size': [672, 1008], 'counts': b'Sco;i0Rd07L3M2N2O1O1N2O101N1O2N1O1N3N1O1M3O1N2O1O010000O2N3M6I5L5H8H:DZmP8'}","0.9873202","599.5","318.0","False","False","01","08","281-4","05","370.0","0.09176587301587301","mask_2353",24,"tb1gt1ra3_281-4"
"2986","mask_2354_1",-1.49596847548387,2.00863976532478,1.48880306758988,0.246817465045606,2354,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2652","0.846919646838257","[[115.958755 292.0563   162.60536  368.40747 ]]","{'size': [672, 1008], 'counts': b'n]\\2f0Vd09H5L6K3L5K4M3M3L3N2N2N2O1O001O00000000000001O001O001O001O001O1O001N2O1N3L3N2O2M3L6J;C8I:DckZa0'}","0.99067163","138.5","340","FALSE","FALSE","0","8","409-10","9","340","0.050595238095238","mask_2354",21,"gt1ra3B73_409-10"
"2987","mask_2354_12",-2.28260947199493,-0.796633521228648,-0.295398429578424,0.497967585537696,2354,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","3309","0.7809343528392747","[[542.43646 299.62836 591.8151  388.7954 ]]","{'size': [672, 1008], 'counts': b'TeT;8dd0;G7I7J3L6K3M4L3M3M3M3N4K4L4M1N2N2N3N1O1O1O001N101O000001O00100O1O001O0O2O001O1N2N3M4L3M4L4L5Jl0aNde`8'}","0.9860774","567.0","327.5","False","False","01","08","281-4","05","389.0","0.09647817460317461","mask_2354",24,"tb1gt1ra3_281-4"
"2988","mask_2355_1",0.0216105122817648,0.888246311501469,-0.322218932999178,2.5034391987147,2355,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2000","0.79301402898693","[[498.36053 377.9006  539.52606 447.64102]]","{'size': [672, 1008], 'counts': b'RlW::bd0;E6L5J5L3N2M3M3N1O1N2O2M2N2O1N2O1O1O001O1O1O010000O1O1O2M2O2M3M3M3M4L4L4K5J8Ek\\c9'}","0.99023426","518.5","259.5","FALSE","FALSE","0","8","409-10","9","259.5","0.0385416666666666","mask_2355",21,"gt1ra3B73_409-10"
"2989","mask_2355_12",-2.52316198885361,1.8467643342745,1.65427191901423,-2.32128515689665,2355,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1370","0.7603996789226388","[[409.60568   0.      456.60034  50.05173]]","{'size': [672, 1008], 'counts': b'Tf_85jd04M3L5L4L2M3N2M3N1O2N1O2N2N1O2N2N2N1O1O1O0000010O01O001N3N2N3M3M3M2M3N3L4L8H4L5JjkZ;'}","0.97582734","434.0","647.5","True","False","01","08","281-4","05","1029.0","0.2552083333333333","mask_2355",24,"tb1gt1ra3_281-4"
"2990","mask_2356_1",0.292405299297227,-2.02467921564447,-0.0632966098378142,-1.03750344351848,2356,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","3452","0.744161585133569","[[296.8922  389.0418  340.74185 487.32007]]","{'size': [672, 1008], 'counts': b'_ZS6d0Qd0c0D9H8H7J5K4M3L3N3M2N1O2O1N1O2N1O100N200O100O1000000001O1O002M2O1N2N3M2M4M3L4L5K8H<B>YOiYe='}","0.9871523","318.5","233.5","FALSE","FALSE","0","8","409-10","9","233.5","0.034672619047619","mask_2356",21,"gt1ra3B73_409-10"
"2991","mask_2356_12",-2.85395996419872,4.59166263620269,1.71720989032077,-0.954263169558078,2356,11,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0100000008.jpg","late_planting","tb1gt1ra3","defoliated","1782","0.9055440035043874","[[445.13913    0.       490.81525   46.941463]]","{'size': [672, 1008], 'counts': b'RfT9c0\\d09H2M3N2N1O1O1O2N1O1O1O1O1O00001O000000000000000000000000O1000000O1O100O2N1O1O2N2M6K9Edmc:'}","0.9570087","467.5","649.5","True","False","01","08","281-4","05","1033.0","0.2562003968253968","mask_2356",24,"tb1gt1ra3_281-4"
"2992","mask_2357_1",1.45432779974356,-1.8983197980476,0.243716975535024,1.58122094606452,2357,10,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","1990","0.715478500351598","[[472.3713   66.43121 513.61456 139.2797 ]]","{'size': [672, 1008], 'counts': b'f`f9`0[d07H7J5L5M2M4M2N2N2N2O1N2N2O1O1O1O001O001O001OO2O0O2O0O2N1O2N2N2N2O2M2N3M5Jd0[O[]U:'}","0.9809754","492","569.5","FALSE","FALSE","0","8","409-10","9","569.5","0.084672619047619","mask_2357",21,"gt1ra3B73_409-10"
"2993","mask_2357_12",-0.169370246332746,1.8394094780097,-0.874110865997306,3.85102076367331,2357,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0200000008.jpg","late_planting","tb1gt1ra3","defoliated","2292","0.7996788465749336","[[503.49954  83.9251  548.2394  157.74216]]","{'size': [672, 1008], 'counts': b'nU\\:g0Qd0>E6L4M2M3N2N2O1N2O1O2N1O1O1O1O1O100O100O001000O100O2N2N1N3N2M3N1O3L3M4L5J6K6I7J8E`h]9'}","0.99339443","526.5","550.0","False","False","02","08","281-4","05","1384.0","0.34325396825396826","mask_2357",24,"tb1gt1ra3_281-4"
"2994","mask_2358_1",3.58003170725318,0.851588089386199,2.15803362791707,-4.15043771086377,2358,11,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2986","0.787632097397743","[[ 34.089375 221.82733   91.96137  297.61115 ]]","{'size': [672, 1008], 'counts': b'ckg0?[d0<G8I5K4M3M4L3M3M2N3M200O1O11O3M1N0100O0010O0001O001O00000000000000000001O001O002N1O2N2N2N2M3N2N2M3M2M3L4L5JPaib0'}","0.9796275","63","412.5","FALSE","FALSE","0","8","409-10","9","412.5","0.0613095238095238","mask_2358",21,"gt1ra3B73_409-10"
"2995","mask_2358_12",-1.42725565395094,-0.942104418609461,-0.360619687821404,-0.112230721173245,2358,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0200000008.jpg","late_planting","tb1gt1ra3","defoliated","2846","0.840591795341029","[[444.4917  342.89447 494.11917 421.51648]]","{'size': [672, 1008], 'counts': b'e\\T9`0[d0`0C6I5L4L4L3M3N3L3N2O1M3O1N100O2O0O2O00000000000001O001N101O1N2O1O1O1N3N1N3N1N3N2M5K4K7J4K7I8Gmba:'}","0.9908512","468.5","289.0","False","False","02","08","281-4","05","601.0","0.14905753968253968","mask_2358",24,"tb1gt1ra3_281-4"
"2996","mask_2359_1",-0.213587214990196,1.39415391009223,1.04755748058872,-1.27984974625118,2359,12,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","1890","0.796220390999575","[[171.60847 457.7259  211.90874 526.45795]]","{'size': [672, 1008], 'counts': b'T[a37bd0=F7K5J6L3M4L3M4L2O2M3N1O1O1O0010O00010O001O0O2O1O1O100O1O1O2N2M3N2L5G8J7JkV[`0'}","0.9784928","190.5","178.5","FALSE","FALSE","0","8","409-10","9","178.5","0.0264880952380952","mask_2359",21,"gt1ra3B73_409-10"
"2997","mask_2359_12",2.39398068613527,-1.74925809211777,-0.528954465066499,-1.0928851525539,2359,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/late_planting/tb1gt1ra3/defoliated/tb1gt1ra3_281-4~0200000008.jpg","late_planting","tb1gt1ra3","defoliated","1418","0.7734763054926796","[[418.16772 370.3458  459.87762 430.3928 ]]","{'size': [672, 1008], 'counts': b'S[c8?^d06I6K5K4N3M2O2N1O2N2O1O000O10000O10O001O1O1O1O1O2M3M2O1N3N2N2N2M4L5L4J6K4JTVY;'}","0.98937047","437.5","272.5","False","False","02","08","281-4","05","551.5","0.13665674603174602","mask_2359",24,"tb1gt1ra3_281-4"
"2998","mask_236_1",0.865625201879855,-0.81854686469976,1.93340440258518,1.01578581971761,236,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/158-1~0200000008.jpg","early_planting","gt1ra3B73","defoliated","3591","0.715154663351903","[[451.35028 238.6192  498.83447 337.5291 ]]","{'size': [672, 1008], 'counts': b'hlX9=1GQd0V1_O`0B7H8J4L5L2N2N1O2N1O1O1O1O1O10000O1O1000000000000001O1O001O2N2N2M5L3K5L3H7G9G8M5I7K5K;C`]^:'}","0.9799313","474.5","384","FALSE","FALSE","2","8","158-1","7","886","0.164806547619048","mask_236",21,"gt1ra3B73_158-1"
"2999","mask_236_12",5.36119392975271,-0.328909601311476,1.47782735661779,1.49579295322705,236,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/defoliated/gt1ra3_267-4~0400000008.jpg","early_planting","gt1ra3B73","defoliated","790","0.6163589668990851","[[523.73157 333.2485  547.2483  387.24265]]","{'size': [672, 1008], 'counts': b'aWh:>\\d07K5M2M4N1N2O2N1N2O1O0N3N000010O2N2N2N3TOX\\O=Zd0K4JoU^9'}","0.93236727","535.0","311.5","False","False","04","08","267-4","04","1291.5","0.3842261904761905","mask_236",24,"gt1ra3B73_267-4"
"3000","mask_2360_1",-4.49393753777481,-2.82384160062089,0.225839454441976,-0.348670372220842,2360,13,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1ra3B73/no_treatment/409-10~0000000008.jpg","late_planting","gt1ra3B73","no_treatment","2136","0.794705781696656","[[415.53375 532.9271  464.93277 598.5607 ]]","{'size': [672, 1008], 'counts': b'RWb85ed0:E9J5L4L5K4M3M3M2O2M2O2M2O1O100O1O1000000O01O100O1N3N1O1M3O1N2N2O1O1O1N2N2N2O1N2O1O1M3L5K6KX_T;'}","0.97791034","440","106","FALSE","FALSE","0","8","409-10","9","106","0.0157738095238095","mask_2360",21,"gt1ra3B73_409-10"
